type,value,chembl,target
IC50,7.763333333333333333333333333,CHEMBL3972316,9
IC50,5.00,CHEMBL1241861,9
IC50,5.26,CHEMBL3742060,9
IC50,5.26,CHEMBL37346,9
IC50,7.70,CHEMBL3759190,9
IC50,7.20,CHEMBL499534,9
IC50,7.774,CHEMBL3219348,9
IC50,7.35,CHEMBL3912266,9
IC50,6.92,CHEMBL124528,9
IC50,8.045,CHEMBL4280993,9
IC50,4.88,CHEMBL344652,9
IC50,10.14,CHEMBL327307,9
IC50,6.79,CHEMBL3403509,9
IC50,7.08,CHEMBL127086,9
IC50,8.82,CHEMBL3623283,9
IC50,6.10,CHEMBL262276,9
IC50,7.14,CHEMBL179633,9
IC50,6.26,CHEMBL308582,9
IC50,8.21,CHEMBL1088931,9
IC50,7.376666666666666666666666667,CHEMBL1204360,9
IC50,5.626666666666666666666666667,CHEMBL3604922,9
IC50,5.02,CHEMBL4649833,9
IC50,4.52,CHEMBL148514,9
IC50,5.68,CHEMBL241990,9
IC50,5.47,CHEMBL384558,9
IC50,4.783333333333333333333333333,CHEMBL116423,9
IC50,4.82,CHEMBL168343,9
IC50,7.13,CHEMBL3805299,9
IC50,8.47,CHEMBL3403517,9
IC50,5.55,CHEMBL1241946,9
IC50,8.05,CHEMBL506414,9
IC50,6.75,CHEMBL305782,9
IC50,7.81,CHEMBL596755,9
IC50,6.01,CHEMBL3425665,9
IC50,7.49,CHEMBL3666714,9
IC50,4.00,CHEMBL155389,9
IC50,4.31,CHEMBL450622,9
IC50,5.52,CHEMBL4094527,9
IC50,7.38,CHEMBL3671584,9
IC50,7.52,CHEMBL3297894,9
IC50,7.61,CHEMBL4588786,9
IC50,7.826666666666666666666666667,CHEMBL3787386,9
IC50,5.31,CHEMBL1271619,9
IC50,5.92,CHEMBL4103761,9
IC50,5.61,CHEMBL7810,9
IC50,7.89,CHEMBL399953,9
IC50,4.18,CHEMBL4553708,9
IC50,8.335,CHEMBL4287401,9
IC50,5.25,CHEMBL351920,9
IC50,7.33,CHEMBL3785393,9
IC50,6.14,CHEMBL4081429,9
IC50,7.61,CHEMBL208286,9
IC50,6.81,CHEMBL3416602,9
IC50,7.75,CHEMBL4060198,9
IC50,7.85,CHEMBL93783,9
IC50,5.24,CHEMBL3612575,9
IC50,6.90,CHEMBL3676380,9
IC50,8.315,CHEMBL3764603,9
IC50,8.57,CHEMBL521601,9
IC50,8.06,CHEMBL126893,9
IC50,8.15,CHEMBL255170,9
IC50,5.29,CHEMBL1830270,9
IC50,6.54,CHEMBL4076405,9
IC50,6.52,CHEMBL4291900,9
IC50,6.10,CHEMBL168285,9
IC50,8.89,CHEMBL3352869,9
IC50,5.33,CHEMBL4557318,9
IC50,6.30,CHEMBL570918,9
IC50,5.45,CHEMBL3426225,9
IC50,8.815,CHEMBL1243284,9
IC50,5.13,CHEMBL188386,9
IC50,7.57,CHEMBL500591,9
IC50,8.00,CHEMBL469354,9
IC50,5.79,CHEMBL1098119,9
IC50,7.32,CHEMBL2347966,9
IC50,4.86,CHEMBL2283256,9
IC50,7.61,CHEMBL3899132,9
IC50,5.86,CHEMBL205783,9
IC50,4.63,CHEMBL1088348,9
IC50,7.70,CHEMBL3956465,9
IC50,5.515,CHEMBL216039,9
IC50,8.10,CHEMBL473427,9
IC50,5.10,CHEMBL142148,9
IC50,8.005,CHEMBL569880,9
IC50,8.30,CHEMBL77782,9
IC50,7.46,CHEMBL601625,9
IC50,9.57,CHEMBL2031298,9
IC50,4.38,CHEMBL123046,9
IC50,6.466666666666666666666666667,CHEMBL4212450,9
IC50,5.34,CHEMBL135577,9
IC50,6.19,CHEMBL3699616,9
IC50,4.86,CHEMBL2336335,9
IC50,8.40,CHEMBL3671487,9
IC50,4.00,CHEMBL56081,9
IC50,8.435,CHEMBL28418,9
IC50,5.16,CHEMBL4106341,9
IC50,5.06,CHEMBL385015,9
IC50,5.26,CHEMBL1958222,9
IC50,7.52,CHEMBL1934628,9
IC50,7.08,CHEMBL4473375,9
IC50,6.82,CHEMBL447230,9
IC50,8.70,CHEMBL3040861,9
IC50,7.82,CHEMBL206029,9
IC50,7.24,CHEMBL2374458,9
IC50,7.09,CHEMBL1172773,9
IC50,6.76,CHEMBL1907764,9
IC50,8.30,CHEMBL3967836,9
IC50,8.04,CHEMBL435993,9
IC50,5.86,CHEMBL2442329,9
IC50,5.22,CHEMBL296419,9
IC50,4.87,CHEMBL338449,9
IC50,6.16,CHEMBL419022,9
IC50,6.793333333333333333333333333,CHEMBL4084248,9
IC50,8.22,CHEMBL2105719,9
IC50,5.243333333333333333333333333,CHEMBL336174,9
IC50,5.82,CHEMBL1929305,9
IC50,4.986666666666666666666666667,CHEMBL115895,9
IC50,8.70,CHEMBL3961553,9
IC50,4.33,CHEMBL1683951,9
IC50,7.86,CHEMBL4282460,9
IC50,7.445,CHEMBL3699588,9
IC50,6.03,CHEMBL4288761,9
IC50,5.316666666666666666666666667,CHEMBL4204596,9
IC50,6.75,CHEMBL572030,9
IC50,6.30,CHEMBL4469900,9
IC50,5.30,CHEMBL4072392,9
IC50,5.92,CHEMBL3218002,9
IC50,5.185,CHEMBL3133893,9
IC50,8.346666666666666666666666667,CHEMBL4071180,9
IC50,6.28,CHEMBL4587222,9
IC50,4.82,CHEMBL1097190,9
IC50,7.135,CHEMBL4583178,9
IC50,6.20,CHEMBL1242666,9
IC50,5.61,CHEMBL85021,9
IC50,5.46,CHEMBL1958021,9
IC50,5.20,CHEMBL1822062,9
IC50,7.48,CHEMBL3947802,9
IC50,7.00,CHEMBL3922922,9
IC50,5.88,CHEMBL3628792,9
IC50,4.77,CHEMBL214863,9
IC50,4.21,CHEMBL3098315,9
IC50,9.05,CHEMBL3355874,9
IC50,8.96,CHEMBL4096980,9
IC50,5.89,CHEMBL78206,9
IC50,5.51,CHEMBL1272168,9
IC50,6.88,CHEMBL473320,9
IC50,8.19,CHEMBL3983586,9
IC50,7.216666666666666666666666667,CHEMBL2381507,9
IC50,7.17,CHEMBL178144,9
IC50,8.435,CHEMBL4097594,9
IC50,7.74,CHEMBL2333999,9
IC50,4.32,CHEMBL1077095,9
IC50,9.17,CHEMBL3357636,9
IC50,7.82,CHEMBL4435699,9
IC50,6.20,CHEMBL2441273,9
IC50,5.57,CHEMBL4292715,9
IC50,6.05,CHEMBL175726,9
IC50,7.57,CHEMBL4443483,9
IC50,5.924,CHEMBL56543,9
IC50,7.26,CHEMBL276154,9
IC50,6.50,CHEMBL598520,9
IC50,6.35,CHEMBL355191,9
IC50,4.41,CHEMBL2337364,9
IC50,6.46,CHEMBL3774926,9
IC50,5.68,CHEMBL4591327,9
IC50,7.57,CHEMBL3622653,9
IC50,8.38,CHEMBL3911796,9
IC50,7.37,CHEMBL384711,9
IC50,8.25,CHEMBL410253,9
IC50,6.26,CHEMBL327023,9
IC50,7.195,CHEMBL3676377,9
IC50,7.125,CHEMBL384699,9
IC50,9.43,CHEMBL599863,9
IC50,6.36,CHEMBL3929922,9
IC50,8.70,CHEMBL2419760,9
IC50,6.12,CHEMBL152984,9
IC50,8.70,CHEMBL94062,9
IC50,5.50,CHEMBL4568408,9
IC50,5.52,CHEMBL13485,9
IC50,5.795,CHEMBL172333,9
IC50,5.11,CHEMBL3612574,9
IC50,7.658,CHEMBL388978,9
IC50,7.25,CHEMBL2148047,9
IC50,8.195,CHEMBL213007,9
IC50,4.39,CHEMBL591053,9
IC50,4.34,CHEMBL3628818,9
IC50,7.156666666666666666666666667,CHEMBL2381510,9
IC50,5.35,CHEMBL2385983,9
IC50,4.925,CHEMBL324030,9
IC50,7.92,CHEMBL406004,9
IC50,6.233333333333333333333333333,CHEMBL2426288,9
IC50,6.69,CHEMBL3980622,9
IC50,7.055,CHEMBL160303,9
IC50,7.8575,CHEMBL4127809,9
IC50,9.12,CHEMBL4474073,9
IC50,5.32,CHEMBL4445015,9
IC50,7.575714285714285714285714286,CHEMBL301018,9
IC50,5.72,CHEMBL1094194,9
IC50,6.09,CHEMBL307062,9
IC50,7.116666666666666666666666667,CHEMBL4082884,9
IC50,7.57,CHEMBL202425,9
IC50,4.66,CHEMBL347074,9
IC50,7.75,CHEMBL3416626,9
IC50,7.07,CHEMBL3973028,9
IC50,6.60,CHEMBL542733,9
IC50,7.51,CHEMBL3742059,9
IC50,4.30,CHEMBL1081198,9
IC50,7.81,CHEMBL4467561,9
IC50,6.125,CHEMBL3353406,9
IC50,7.82,CHEMBL4520801,9
IC50,7.46,CHEMBL249928,9
IC50,6.86,CHEMBL4073912,9
IC50,6.06,CHEMBL1090352,9
IC50,11.00,CHEMBL176582,9
IC50,7.725,CHEMBL3699611,9
IC50,7.15,CHEMBL1928309,9
IC50,7.675,CHEMBL3805859,9
IC50,6.95,CHEMBL4286733,9
IC50,8.09,CHEMBL4086000,9
IC50,4.92,CHEMBL1241949,9
IC50,7.80,CHEMBL2087356,9
IC50,6.69,CHEMBL248864,9
IC50,6.30,CHEMBL3896615,9
IC50,6.96,CHEMBL2348419,9
IC50,7.57,CHEMBL306315,9
IC50,9.00,CHEMBL310853,9
IC50,6.77,CHEMBL1241481,9
IC50,6.00,CHEMBL319244,9
IC50,6.92,CHEMBL2064403,9
IC50,8.22,CHEMBL471058,9
IC50,8.80,CHEMBL508481,9
IC50,9.52,CHEMBL4078431,9
IC50,8.073333333333333333333333333,CHEMBL4060919,9
IC50,4.69,CHEMBL1173023,9
IC50,7.89,CHEMBL4531912,9
IC50,5.55,CHEMBL200976,9
IC50,8.92,CHEMBL3622632,9
IC50,6.715,CHEMBL2322329,9
IC50,4.88,CHEMBL408565,9
IC50,6.73,CHEMBL1090360,9
IC50,4.943333333333333333333333333,CHEMBL2437475,9
IC50,5.89,CHEMBL1641992,9
IC50,6.195,CHEMBL420885,9
IC50,8.70,CHEMBL418909,9
IC50,7.40,CHEMBL126137,9
IC50,8.66,CHEMBL2031308,9
IC50,5.62,CHEMBL3741324,9
IC50,8.52,CHEMBL3759986,9
IC50,7.38,CHEMBL205284,9
IC50,7.43,CHEMBL4072769,9
IC50,7.785,CHEMBL3814211,9
IC50,5.19,CHEMBL554566,9
IC50,7.02,CHEMBL328977,9
IC50,7.52,CHEMBL394057,9
IC50,7.983333333333333333333333333,CHEMBL2021576,9
IC50,6.58,CHEMBL301549,9
IC50,4.43,CHEMBL4522594,9
IC50,4.78,CHEMBL3982602,9
IC50,7.89,CHEMBL404405,9
IC50,6.11,CHEMBL427315,9
IC50,7.02,CHEMBL1914661,9
IC50,6.29,CHEMBL3960911,9
IC50,9.46,CHEMBL91980,9
IC50,4.77,CHEMBL309392,9
IC50,5.03,CHEMBL1241769,9
IC50,5.08,CHEMBL353823,9
IC50,5.24,CHEMBL4066118,9
IC50,5.83,CHEMBL109355,9
IC50,7.725,CHEMBL3699618,9
IC50,6.23,CHEMBL2312654,9
IC50,7.845,CHEMBL4436695,9
IC50,4.00,CHEMBL422540,9
IC50,7.0025,CHEMBL4224932,9
IC50,7.785,CHEMBL4643111,9
IC50,5.16,CHEMBL46946,9
IC50,6.695714285714285714285714286,CHEMBL4558528,9
IC50,5.72,CHEMBL3604924,9
IC50,7.50,CHEMBL4167162,9
IC50,5.95,CHEMBL171054,9
IC50,5.03,CHEMBL589068,9
IC50,8.95,CHEMBL2178352,9
IC50,5.52,CHEMBL543661,9
IC50,6.886666666666666666666666667,CHEMBL4077973,9
IC50,9.00,CHEMBL3655352,9
IC50,5.12,CHEMBL113902,9
IC50,7.74,CHEMBL3680377,9
IC50,7.25,CHEMBL4064776,9
IC50,7.675,CHEMBL4516586,9
IC50,4.23,CHEMBL7699,9
IC50,8.02,CHEMBL4075103,9
IC50,7.755,CHEMBL425601,9
IC50,7.573333333333333333333333333,CHEMBL2178349,9
IC50,4.473333333333333333333333333,CHEMBL331026,9
IC50,6.66,CHEMBL1242574,9
IC50,5.19,CHEMBL292323,9
IC50,6.24,CHEMBL328244,9
IC50,6.28,CHEMBL247916,9
IC50,6.64,CHEMBL3633933,9
IC50,6.14,CHEMBL98798,9
IC50,5.50,CHEMBL3741526,9
IC50,4.72,CHEMBL141238,9
IC50,8.085,CHEMBL3233791,9
IC50,7.52,CHEMBL510845,9
IC50,5.59,CHEMBL169780,9
IC50,5.13,CHEMBL336192,9
IC50,6.85,CHEMBL193544,9
IC50,7.79,CHEMBL271113,9
IC50,7.62,CHEMBL3671520,9
IC50,8.865,CHEMBL280757,9
IC50,4.00,CHEMBL4075892,9
IC50,8.26,CHEMBL3699584,9
IC50,9.47,CHEMBL3965262,9
IC50,4.35,CHEMBL1242665,9
IC50,6.22,CHEMBL2385991,9
IC50,5.08,CHEMBL363130,9
IC50,5.82,CHEMBL168661,9
IC50,8.05,CHEMBL3085374,9
IC50,8.15,CHEMBL3676364,9
IC50,5.04,CHEMBL1947122,9
IC50,6.14,CHEMBL126996,9
IC50,5.01,CHEMBL168555,9
IC50,8.464,CHEMBL2032380,9
IC50,5.30,CHEMBL87084,9
IC50,6.44,CHEMBL4087525,9
IC50,6.96,CHEMBL179659,9
IC50,5.35,CHEMBL4094471,9
IC50,8.14,CHEMBL272634,9
IC50,8.96,CHEMBL3623284,9
IC50,6.97,CHEMBL3947759,9
IC50,6.796666666666666666666666667,CHEMBL2381511,9
IC50,5.20,CHEMBL3425668,9
IC50,8.456666666666666666666666667,CHEMBL3883534,9
IC50,7.31,CHEMBL3647970,9
IC50,7.03,CHEMBL3930539,9
IC50,4.935,CHEMBL309598,9
IC50,8.395,CHEMBL203645,9
IC50,4.66,CHEMBL523059,9
IC50,6.14,CHEMBL604992,9
IC50,6.95,CHEMBL4093114,9
IC50,7.42,CHEMBL1683972,9
IC50,8.645,CHEMBL32844,9
IC50,6.59,CHEMBL3814460,9
IC50,5.33,CHEMBL3894623,9
IC50,6.66,CHEMBL104153,9
IC50,5.47,CHEMBL378145,9
IC50,7.83,CHEMBL3040543,9
IC50,4.00,CHEMBL1242208,9
IC50,5.24,CHEMBL1277620,9
IC50,6.52,CHEMBL485320,9
IC50,9.00,CHEMBL4575583,9
IC50,7.485,CHEMBL3799255,9
IC50,4.35,CHEMBL354521,9
IC50,5.01,CHEMBL122260,9
IC50,5.32,CHEMBL325156,9
IC50,7.14,CHEMBL91925,9
IC50,7.09,CHEMBL511839,9
IC50,5.86,CHEMBL1094492,9
IC50,7.8125,CHEMBL3989970,9
IC50,5.16,CHEMBL144402,9
IC50,5.13,CHEMBL155293,9
IC50,7.446666666666666666666666667,CHEMBL2381514,9
IC50,6.73,CHEMBL204268,9
IC50,5.30,CHEMBL599145,9
IC50,5.58,CHEMBL174634,9
IC50,6.83,CHEMBL4443828,9
IC50,7.98,CHEMBL2178351,9
IC50,5.76,CHEMBL3604926,9
IC50,6.515,CHEMBL77688,9
IC50,8.59,CHEMBL4099682,9
IC50,5.50,CHEMBL3133909,9
IC50,5.19,CHEMBL1828869,9
IC50,5.91,CHEMBL4284911,9
IC50,7.845,CHEMBL155278,9
IC50,4.92,CHEMBL1241773,9
IC50,9.27,CHEMBL4110258,9
IC50,5.61,CHEMBL125949,9
IC50,6.24,CHEMBL422066,9
IC50,6.08,CHEMBL340438,9
IC50,8.70,CHEMBL3758800,9
IC50,6.7625,CHEMBL4088971,9
IC50,5.60,CHEMBL538798,9
IC50,6.216666666666666666666666667,CHEMBL283682,9
IC50,8.835,CHEMBL4288562,9
IC50,7.50,CHEMBL1645472,9
IC50,5.51,CHEMBL564829,9
IC50,6.05,CHEMBL2047029,9
IC50,8.15,CHEMBL3290148,9
IC50,5.04,CHEMBL591213,9
IC50,4.25,CHEMBL584,9
IC50,6.83,CHEMBL4572913,9
IC50,4.92,CHEMBL1242380,9
IC50,4.33,CHEMBL4087921,9
IC50,7.705,CHEMBL4557772,9
IC50,8.30,CHEMBL4098412,9
IC50,7.45,CHEMBL136178,9
IC50,6.71,CHEMBL3923551,9
IC50,6.57,CHEMBL4226254,9
IC50,6.30,CHEMBL169920,9
IC50,7.145,CHEMBL4519305,9
IC50,8.52,CHEMBL3085376,9
IC50,7.43,CHEMBL3962365,9
IC50,6.44,CHEMBL4066141,9
IC50,5.92,CHEMBL4241486,9
IC50,4.65,CHEMBL316764,9
IC50,6.15,CHEMBL435902,9
IC50,6.815,CHEMBL4126654,9
IC50,6.53,CHEMBL210893,9
IC50,9.62,CHEMBL127041,9
IC50,6.31,CHEMBL3219502,9
IC50,5.05,CHEMBL202244,9
IC50,4.66,CHEMBL155607,9
IC50,4.77,CHEMBL326445,9
IC50,8.092,CHEMBL2110732,9
IC50,6.143333333333333333333333333,CHEMBL4069229,9
IC50,8.02,CHEMBL3926558,9
IC50,6.43,CHEMBL4439933,9
IC50,6.82,CHEMBL117324,9
IC50,4.20,CHEMBL214999,9
IC50,5.76,CHEMBL592711,9
IC50,8.82,CHEMBL489306,9
IC50,7.89,CHEMBL402339,9
IC50,5.20,CHEMBL461781,9
IC50,7.01,CHEMBL14932,9
IC50,6.69,CHEMBL4173470,9
IC50,7.52,CHEMBL455208,9
IC50,6.226666666666666666666666667,CHEMBL3425664,9
IC50,6.83,CHEMBL3622647,9
IC50,6.20,CHEMBL1928956,9
IC50,6.00,CHEMBL205148,9
IC50,4.98,CHEMBL498247,9
IC50,4.60,CHEMBL438075,9
IC50,4.51,CHEMBL2337371,9
IC50,4.96,CHEMBL3746268,9
IC50,7.92,CHEMBL3680378,9
IC50,6.72,CHEMBL1090355,9
IC50,5.20,CHEMBL31745,9
IC50,8.71,CHEMBL205059,9
IC50,5.29,CHEMBL1828867,9
IC50,6.85,CHEMBL4461455,9
IC50,6.46,CHEMBL369299,9
IC50,6.75,CHEMBL2347964,9
IC50,7.525,CHEMBL379601,9
IC50,7.57,CHEMBL2419762,9
IC50,7.98,CHEMBL3699586,9
IC50,5.17,CHEMBL1828865,9
IC50,4.53,CHEMBL2283259,9
IC50,5.23,CHEMBL1278149,9
IC50,6.85,CHEMBL4450934,9
IC50,8.10,CHEMBL461968,9
IC50,7.04,CHEMBL4578466,9
IC50,5.10,CHEMBL4581088,9
IC50,7.05,CHEMBL445572,9
IC50,6.69,CHEMBL2346678,9
IC50,9.11,CHEMBL3352899,9
IC50,5.90,CHEMBL3604928,9
IC50,7.62,CHEMBL179726,9
IC50,6.86,CHEMBL4456234,9
IC50,6.605,CHEMBL4446953,9
IC50,9.10,CHEMBL53300,9
IC50,6.33,CHEMBL93295,9
IC50,8.06,CHEMBL4171543,9
IC50,6.17,CHEMBL111434,9
IC50,4.82,CHEMBL114446,9
IC50,8.82,CHEMBL489111,9
IC50,7.145,CHEMBL4438856,9
IC50,6.896666666666666666666666667,CHEMBL4460261,9
IC50,6.096666666666666666666666667,CHEMBL293749,9
IC50,6.11,CHEMBL407534,9
IC50,6.00,CHEMBL336113,9
IC50,7.85,CHEMBL3671573,9
IC50,8.125,CHEMBL3965549,9
IC50,9.44,CHEMBL603266,9
IC50,4.12,CHEMBL76642,9
IC50,4.86,CHEMBL111664,9
IC50,5.06,CHEMBL1821896,9
IC50,5.37,CHEMBL4069070,9
IC50,6.96,CHEMBL2426282,9
IC50,5.896666666666666666666666667,CHEMBL3425656,9
IC50,8.70,CHEMBL3952953,9
IC50,5.565,CHEMBL384067,9
IC50,7.4375,CHEMBL4534719,9
IC50,5.22,CHEMBL1242472,9
IC50,7.11,CHEMBL2064372,9
IC50,7.316666666666666666666666667,CHEMBL4091966,9
IC50,6.29,CHEMBL325589,9
IC50,8.62,CHEMBL4637274,9
IC50,8.70,CHEMBL126192,9
IC50,8.22,CHEMBL3759780,9
IC50,8.66,CHEMBL39320,9
IC50,5.02,CHEMBL3747079,9
IC50,8.52,CHEMBL473944,9
IC50,7.71,CHEMBL4078120,9
IC50,6.223333333333333333333333333,CHEMBL3604917,9
IC50,4.46,CHEMBL4552065,9
IC50,7.085,CHEMBL4435632,9
IC50,7.54,CHEMBL4078182,9
IC50,7.425,CHEMBL4175045,9
IC50,8.99,CHEMBL2437462,9
IC50,7.46,CHEMBL3752448,9
IC50,7.75,CHEMBL214487,9
IC50,7.13,CHEMBL316127,9
IC50,8.00,CHEMBL1645476,9
IC50,7.66,CHEMBL302552,9
IC50,7.55,CHEMBL3921017,9
IC50,7.44,CHEMBL4457447,9
IC50,6.03,CHEMBL4289682,9
IC50,8.31,CHEMBL3958006,9
IC50,7.26,CHEMBL4061283,9
IC50,9.30,CHEMBL4071474,9
IC50,8.80,CHEMBL521572,9
IC50,7.40,CHEMBL346863,9
IC50,8.705,CHEMBL3965391,9
IC50,6.40,CHEMBL4438905,9
IC50,8.24,CHEMBL3622629,9
IC50,7.36,CHEMBL578044,9
IC50,8.40,CHEMBL3961961,9
IC50,5.36,CHEMBL3742200,9
IC50,4.14,CHEMBL43689,9
IC50,5.91,CHEMBL502015,9
IC50,5.29,CHEMBL343887,9
IC50,5.01,CHEMBL1173262,9
IC50,4.82,CHEMBL1945647,9
IC50,5.46,CHEMBL334255,9
IC50,8.75,CHEMBL4086056,9
IC50,8.30,CHEMBL299893,9
IC50,8.632222222222222222222222222,CHEMBL180022,9
IC50,7.30,CHEMBL251498,9
IC50,4.93,CHEMBL115519,9
IC50,7.72,CHEMBL3671523,9
IC50,6.15,CHEMBL3939300,9
IC50,5.78,CHEMBL457250,9
IC50,4.25,CHEMBL1944926,9
IC50,6.13,CHEMBL2216827,9
IC50,5.85,CHEMBL1241768,9
IC50,6.08,CHEMBL3774982,9
IC50,5.34,CHEMBL3759155,9
IC50,7.66,CHEMBL3676340,9
IC50,4.95,CHEMBL3237947,9
IC50,6.67,CHEMBL3948354,9
IC50,7.69,CHEMBL137082,9
IC50,7.78,CHEMBL3981551,9
IC50,5.80,CHEMBL401930,9
IC50,6.343333333333333333333333333,CHEMBL3237929,9
IC50,6.85,CHEMBL81375,9
IC50,8.57,CHEMBL4089863,9
IC50,8.63,CHEMBL53299,9
IC50,5.15,CHEMBL58436,9
IC50,7.88,CHEMBL428741,9
IC50,4.86,CHEMBL1928887,9
IC50,4.69,CHEMBL1241943,9
IC50,7.745,CHEMBL3941823,9
IC50,7.935,CHEMBL4101719,9
IC50,8.06,CHEMBL2048798,9
IC50,7.90,CHEMBL555921,9
IC50,5.75,CHEMBL592201,9
IC50,6.086666666666666666666666667,CHEMBL3740577,9
IC50,8.16,CHEMBL3939771,9
IC50,8.70,CHEMBL3671491,9
IC50,8.046666666666666666666666667,CHEMBL4064942,9
IC50,4.38,CHEMBL2337362,9
IC50,6.73,CHEMBL3775459,9
IC50,6.44,CHEMBL3092307,9
IC50,7.20,CHEMBL4080711,9
IC50,7.57,CHEMBL470003,9
IC50,6.85,CHEMBL3926223,9
IC50,8.82,CHEMBL453378,9
IC50,8.59,CHEMBL341319,9
IC50,5.65,CHEMBL461571,9
IC50,7.40,CHEMBL124673,9
IC50,5.815,CHEMBL2316142,9
IC50,5.68,CHEMBL245800,9
IC50,7.20,CHEMBL1914669,9
IC50,7.505,CHEMBL3957416,9
IC50,8.03,CHEMBL4516635,9
IC50,7.21,CHEMBL1914655,9
IC50,7.00,CHEMBL542729,9
IC50,6.575,CHEMBL4226436,9
IC50,7.36,CHEMBL4453429,9
IC50,8.10,CHEMBL3234752,9
IC50,7.85,CHEMBL272477,9
IC50,5.30,CHEMBL2385984,9
IC50,5.31,CHEMBL1688860,9
IC50,8.10,CHEMBL3671494,9
IC50,7.10,CHEMBL113070,9
IC50,7.80,CHEMBL3671526,9
IC50,8.54,CHEMBL2029439,9
IC50,7.48,CHEMBL52076,9
IC50,7.80,CHEMBL2087355,9
IC50,6.80,CHEMBL1241484,9
IC50,5.88,CHEMBL3234743,9
IC50,7.17,CHEMBL473436,9
IC50,5.03,CHEMBL137635,9
IC50,7.785,CHEMBL4515526,9
IC50,6.81,CHEMBL379047,9
IC50,5.20,CHEMBL204223,9
IC50,6.00,CHEMBL1917092,9
IC50,5.27,CHEMBL451523,9
IC50,6.42,CHEMBL1242293,9
IC50,7.72,CHEMBL4593609,9
IC50,7.35,CHEMBL3982619,9
IC50,4.57,CHEMBL2335019,9
IC50,6.92,CHEMBL3753811,9
IC50,7.19,CHEMBL3699598,9
IC50,5.62,CHEMBL3739812,9
IC50,4.25,CHEMBL603198,9
IC50,6.915,CHEMBL1272222,9
IC50,6.00,CHEMBL3954571,9
IC50,6.07,CHEMBL3092298,9
IC50,7.92,CHEMBL420254,9
IC50,5.09,CHEMBL1173653,9
IC50,7.2375,CHEMBL4225191,9
IC50,7.52,CHEMBL1688539,9
IC50,7.89,CHEMBL257816,9
IC50,6.83,CHEMBL111038,9
IC50,5.27,CHEMBL472743,9
IC50,6.84,CHEMBL30973,9
IC50,8.00,CHEMBL4091569,9
IC50,4.00,CHEMBL1241859,9
IC50,4.05,CHEMBL279035,9
IC50,4.63,CHEMBL1830258,9
IC50,7.493333333333333333333333333,CHEMBL1271561,9
IC50,4.66,CHEMBL149201,9
IC50,7.28,CHEMBL93545,9
IC50,6.81,CHEMBL3921655,9
IC50,8.55,CHEMBL3647421,9
IC50,5.27,CHEMBL2205030,9
IC50,8.30,CHEMBL258282,9
IC50,7.66,CHEMBL175101,9
IC50,6.09,CHEMBL324718,9
IC50,8.935,CHEMBL1243255,9
IC50,6.34,CHEMBL3774808,9
IC50,6.21,CHEMBL1947126,9
IC50,7.68,CHEMBL3977326,9
IC50,6.20,CHEMBL501050,9
IC50,8.89,CHEMBL3916927,9
IC50,8.52,CHEMBL4449681,9
IC50,8.52,CHEMBL3968784,9
IC50,6.3925,CHEMBL3961202,9
IC50,7.85,CHEMBL207718,9
IC50,5.08,CHEMBL2029694,9
IC50,8.275,CHEMBL3930506,9
IC50,6.60,CHEMBL113023,9
IC50,7.96,CHEMBL208594,9
IC50,6.96,CHEMBL2325097,9
IC50,6.72,CHEMBL3752404,9
IC50,8.55,CHEMBL2048795,9
IC50,5.05,CHEMBL432941,9
IC50,5.49,CHEMBL3740131,9
IC50,8.45,CHEMBL271408,9
IC50,5.43,CHEMBL1242110,9
IC50,8.01,CHEMBL4061829,9
IC50,6.73,CHEMBL3353412,9
IC50,5.67,CHEMBL4578764,9
IC50,6.68,CHEMBL515401,9
IC50,6.77,CHEMBL4125772,9
IC50,8.53,CHEMBL39337,9
IC50,8.26,CHEMBL3699609,9
IC50,8.16,CHEMBL2408045,9
IC50,6.565,CHEMBL4069277,9
IC50,6.03,CHEMBL4562744,9
IC50,7.32,CHEMBL4291471,9
IC50,7.11,CHEMBL1797418,9
IC50,8.52,CHEMBL250130,9
IC50,6.57,CHEMBL1242202,9
IC50,8.22,CHEMBL3234750,9
IC50,5.975,CHEMBL3133895,9
IC50,9.32,CHEMBL516022,9
IC50,5.66,CHEMBL3133902,9
IC50,8.39,CHEMBL172652,9
IC50,8.10,CHEMBL286343,9
IC50,5.38,CHEMBL3233769,9
IC50,7.17,CHEMBL2064383,9
IC50,7.11,CHEMBL3344212,9
IC50,5.16,CHEMBL117554,9
IC50,6.35,CHEMBL57366,9
IC50,8.87,CHEMBL1243316,9
IC50,6.84,CHEMBL4451986,9
IC50,7.20,CHEMBL4229213,9
IC50,6.34,CHEMBL168382,9
IC50,8.00,CHEMBL3622638,9
IC50,5.70,CHEMBL4543893,9
IC50,8.26,CHEMBL3699587,9
IC50,5.30,CHEMBL328295,9
IC50,4.62,CHEMBL1821883,9
IC50,7.04,CHEMBL1379917,9
IC50,8.335,CHEMBL53665,9
IC50,6.18,CHEMBL3612598,9
IC50,9.316666666666666666666666667,CHEMBL188762,9
IC50,4.70,CHEMBL501368,9
IC50,5.57,CHEMBL424853,9
IC50,5.80,CHEMBL78685,9
IC50,5.05,CHEMBL128027,9
IC50,7.00,CHEMBL133024,9
IC50,5.78,CHEMBL1928954,9
IC50,8.93,CHEMBL3355890,9
IC50,7.865,CHEMBL3946232,9
