type,value,chembl,target
IC50,5.30,CHEMBL4082686,63
IC50,4.19,CHEMBL260223,63
IC50,4.34,CHEMBL4590533,63
IC50,4.00,CHEMBL4061636,63
IC50,5.52,CHEMBL2260076,63
IC50,6.88,CHEMBL2296490,63
IC50,4.80,CHEMBL4540096,63
IC50,5.63,CHEMBL4454056,63
IC50,5.04,CHEMBL4445341,63
IC50,5.30,CHEMBL3780961,63
IC50,4.65,CHEMBL4461057,63
IC50,4.98,CHEMBL1782155,63
IC50,4.67,CHEMBL269800,63
IC50,4.29,CHEMBL3581009,63
IC50,4.43,CHEMBL4456760,63
IC50,4.28,CHEMBL259990,63
IC50,5.25,CHEMBL4583627,63
IC50,6.23,CHEMBL2296496,63
IC50,5.52,CHEMBL2259879,63
IC50,7.22,CHEMBL346068,63
IC50,4.84,CHEMBL4533275,63
IC50,5.57,CHEMBL2260080,63
IC50,4.08,CHEMBL4569140,63
IC50,4.76,CHEMBL491188,63
IC50,5.41,CHEMBL4061346,63
IC50,5.52,CHEMBL2443288,63
IC50,4.12,CHEMBL518106,63
IC50,5.31,CHEMBL1812137,63
IC50,4.27,CHEMBL4462449,63
IC50,6.16,CHEMBL155344,63
IC50,4.21,CHEMBL261876,63
IC50,5.14,CHEMBL83520,63
IC50,4.60,CHEMBL573581,63
IC50,5.35,CHEMBL2259877,63
IC50,4.25,CHEMBL4104323,63
IC50,5.22,CHEMBL583073,63
IC50,4.41,CHEMBL23236,63
IC50,4.78,CHEMBL401886,63
IC50,5.54,CHEMBL2260077,63
IC50,5.48,CHEMBL4584155,63
IC50,5.47,CHEMBL4564777,63
IC50,4.04,CHEMBL446813,63
IC50,4.77,CHEMBL1915761,63
IC50,5.26,CHEMBL4084827,63
IC50,4.41,CHEMBL259778,63
IC50,4.20,CHEMBL197216,63
IC50,4.655,CHEMBL4090510,63
IC50,5.08,CHEMBL4571449,63
IC50,4.37,CHEMBL462847,63
IC50,5.41,CHEMBL4104625,63
IC50,5.77,CHEMBL571444,63
IC50,4.71,CHEMBL3885280,63
IC50,5.07,CHEMBL511712,63
IC50,5.16,CHEMBL575610,63
IC50,4.43,CHEMBL226528,63
IC50,4.30,CHEMBL3357980,63
IC50,5.00,CHEMBL4087024,63
IC50,4.40,CHEMBL111574,63
IC50,5.14,CHEMBL4532318,63
IC50,5.08,CHEMBL549357,63
IC50,4.54,CHEMBL259225,63
IC50,4.75,CHEMBL3885093,63
IC50,4.493333333333333333333333333,CHEMBL1765797,63
IC50,5.00,CHEMBL4065593,63
IC50,5.71,CHEMBL4076393,63
IC50,4.36,CHEMBL1939412,63
IC50,5.73,CHEMBL1812139,63
IC50,4.26,CHEMBL261342,63
IC50,4.14,CHEMBL1836463,63
IC50,5.00,CHEMBL4074215,63
IC50,5.08,CHEMBL2448070,63
IC50,4.71,CHEMBL2436128,63
IC50,4.53,CHEMBL261341,63
IC50,4.82,CHEMBL116438,63
IC50,5.61,CHEMBL4514715,63
IC50,4.82,CHEMBL2260088,63
IC50,4.39,CHEMBL466893,63
IC50,5.39,CHEMBL2260081,63
IC50,6.46,CHEMBL2260090,63
IC50,4.38,CHEMBL575795,63
IC50,4.32,CHEMBL575801,63
IC50,4.96,CHEMBL4551375,63
IC50,5.92,CHEMBL4281274,63
IC50,4.59,CHEMBL479291,63
IC50,5.05,CHEMBL4575568,63
IC50,5.52,CHEMBL2259876,63
IC50,4.37,CHEMBL4454954,63
IC50,4.70,CHEMBL2260084,63
IC50,6.01,CHEMBL4636680,63
IC50,4.905,CHEMBL4080410,63
IC50,4.10,CHEMBL2435181,63
IC50,5.40,CHEMBL505529,63
IC50,4.47,CHEMBL4474402,63
IC50,4.46,CHEMBL4464742,63
IC50,6.03,CHEMBL359744,63
IC50,4.17,CHEMBL3220041,63
IC50,4.26,CHEMBL4455537,63
IC50,5.53,CHEMBL4276735,63
IC50,5.00,CHEMBL4092257,63
IC50,4.28,CHEMBL1914951,63
IC50,4.98,CHEMBL289191,63
IC50,5.00,CHEMBL43,63
IC50,4.86,CHEMBL2436124,63
IC50,4.19,CHEMBL4088260,63
IC50,5.60,CHEMBL4096982,63
IC50,4.58,CHEMBL4228731,63
IC50,4.54,CHEMBL4093358,63
IC50,4.50,CHEMBL451123,63
IC50,4.91,CHEMBL271063,63
IC50,6.41,CHEMBL164,63
IC50,5.71,CHEMBL4065223,63
IC50,4.48,CHEMBL260224,63
IC50,5.16,CHEMBL4064888,63
IC50,5.61,CHEMBL4102765,63
IC50,5.70,CHEMBL2443287,63
IC50,5.68,CHEMBL73133,63
IC50,4.81,CHEMBL270857,63
IC50,4.84,CHEMBL4520281,63
IC50,4.99,CHEMBL4529403,63
IC50,4.19,CHEMBL4435344,63
IC50,5.495,CHEMBL4474912,63
IC50,4.89,CHEMBL406538,63
IC50,4.92,CHEMBL2260079,63
IC50,5.08,CHEMBL4574520,63
IC50,5.00,CHEMBL4084514,63
IC50,4.46,CHEMBL3134416,63
IC50,4.53,CHEMBL256181,63
IC50,4.48,CHEMBL505580,63
IC50,5.52,CHEMBL2443297,63
IC50,4.86,CHEMBL3883967,63
IC50,5.81,CHEMBL1812144,63
IC50,5.00,CHEMBL2259872,63
IC50,5.71,CHEMBL4462930,63
IC50,5.08,CHEMBL4455867,63
IC50,4.92,CHEMBL4647427,63
IC50,5.47,CHEMBL2260082,63
IC50,4.62,CHEMBL3884844,63
IC50,5.52,CHEMBL4227185,63
IC50,5.27,CHEMBL4284675,63
IC50,6.19,CHEMBL2296494,63
IC50,4.66,CHEMBL575645,63
IC50,4.03,CHEMBL1765792,63
IC50,5.71,CHEMBL4280810,63
IC50,4.86,CHEMBL275665,63
IC50,4.25,CHEMBL406853,63
IC50,5.52,CHEMBL2443290,63
IC50,4.10,CHEMBL507986,63
IC50,7.12,CHEMBL2296491,63
IC50,4.71,CHEMBL3883774,63
IC50,6.07,CHEMBL4288104,63
IC50,4.94,CHEMBL4577193,63
IC50,4.92,CHEMBL2436122,63
IC50,4.44,CHEMBL4475269,63
IC50,5.09,CHEMBL4633308,63
IC50,5.75,CHEMBL4642846,63
IC50,4.45,CHEMBL3883657,63
IC50,4.87,CHEMBL4064044,63
IC50,4.30,CHEMBL506257,63
IC50,4.91,CHEMBL4462115,63
IC50,8.81,CHEMBL3264169,64
IC50,5.92,CHEMBL3746013,64
IC50,7.98,CHEMBL216776,64
IC50,8.06,CHEMBL217558,64
IC50,5.15,CHEMBL4643030,64
IC50,6.04,CHEMBL4647235,64
IC50,4.91,CHEMBL2070871,64
IC50,6.55,CHEMBL1164241,64
IC50,8.20,CHEMBL218565,64
IC50,8.52,CHEMBL466792,64
IC50,4.17,CHEMBL3109612,64
IC50,4.18,CHEMBL2348896,64
IC50,4.85,CHEMBL2070847,64
IC50,8.20,CHEMBL385342,64
IC50,5.34,CHEMBL4073404,64
IC50,6.46,CHEMBL4638213,64
IC50,8.21,CHEMBL387220,64
IC50,9.05,CHEMBL3264164,64
IC50,5.33,CHEMBL3109596,64
IC50,4.60,CHEMBL2070851,64
IC50,4.73,CHEMBL3109606,64
IC50,8.03,CHEMBL385265,64
IC50,7.52,CHEMBL219315,64
IC50,8.63,CHEMBL4173602,64
IC50,6.155,CHEMBL2434990,64
IC50,4.86,CHEMBL2070856,64
IC50,4.85,CHEMBL2325058,64
IC50,8.20,CHEMBL387281,64
IC50,4.60,CHEMBL1478,64
IC50,4.43,CHEMBL2348875,64
IC50,6.00,CHEMBL4637878,64
IC50,5.36,CHEMBL4632854,64
IC50,8.46,CHEMBL4209452,64
IC50,8.08,CHEMBL384167,64
IC50,5.02,CHEMBL4211920,64
IC50,4.40,CHEMBL2348887,64
IC50,6.07,CHEMBL4632780,64
IC50,6.52,CHEMBL263638,64
IC50,8.17,CHEMBL217335,64
IC50,6.07,CHEMBL1076733,64
IC50,8.25,CHEMBL4202601,64
IC50,6.645,CHEMBL4074425,64
IC50,6.75,CHEMBL449281,64
IC50,8.06,CHEMBL215597,64
IC50,5.03,CHEMBL3109600,64
IC50,8.07,CHEMBL214695,64
IC50,4.795,CHEMBL2070861,64
IC50,7.96,CHEMBL387473,64
IC50,8.14,CHEMBL3264165,64
IC50,6.52,CHEMBL472857,64
IC50,8.02,CHEMBL425097,64
IC50,5.61,CHEMBL4642141,64
IC50,8.21,CHEMBL214978,64
IC50,8.07,CHEMBL385765,64
IC50,8.08,CHEMBL385871,64
IC50,8.03,CHEMBL384015,64
IC50,7.80,CHEMBL2172537,64
IC50,4.80,CHEMBL3109618,64
IC50,7.46,CHEMBL3747761,64
IC50,8.08,CHEMBL385830,64
IC50,5.235,CHEMBL2070839,64
IC50,5.70,CHEMBL1494735,64
IC50,8.17,CHEMBL215173,64
IC50,7.08,CHEMBL4084385,64
IC50,7.96,CHEMBL217231,64
IC50,8.81,CHEMBL3264163,64
IC50,5.52,CHEMBL4209440,64
IC50,8.22,CHEMBL383910,64
IC50,8.17,CHEMBL215968,64
IC50,5.24,CHEMBL4639724,64
IC50,7.12,CHEMBL3747640,64
IC50,6.91,CHEMBL4097601,64
IC50,4.85,CHEMBL3109611,64
IC50,5.28,CHEMBL3747642,64
IC50,4.40,CHEMBL258818,64
IC50,8.17,CHEMBL215806,64
IC50,6.27,CHEMBL452939,64
IC50,7.71,CHEMBL376093,64
IC50,5.45,CHEMBL3747293,64
IC50,8.09,CHEMBL217265,64
IC50,4.85,CHEMBL2070855,64
IC50,8.54,CHEMBL3264161,64
IC50,7.64,CHEMBL4062702,64
IC50,8.22,CHEMBL384614,64
IC50,8.09,CHEMBL214786,64
IC50,4.17,CHEMBL3397913,64
IC50,7.82,CHEMBL1165164,64
IC50,6.99,CHEMBL4096517,64
IC50,4.725,CHEMBL2070865,64
IC50,7.92,CHEMBL3263873,64
IC50,6.67,CHEMBL1165293,64
IC50,5.095,CHEMBL4216710,64
IC50,6.52,CHEMBL429347,64
IC50,4.92,CHEMBL2070872,64
IC50,5.85,CHEMBL4636869,64
IC50,8.22,CHEMBL216037,64
IC50,6.41,CHEMBL3747703,64
IC50,5.66,CHEMBL460967,64
IC50,6.71,CHEMBL3747184,64
IC50,6.70,CHEMBL393978,64
IC50,4.42,CHEMBL2348891,64
IC50,5.005,CHEMBL2070840,64
IC50,5.335,CHEMBL2070858,64
IC50,8.72,CHEMBL4166076,64
IC50,8.04,CHEMBL215199,64
IC50,4.67,CHEMBL3109602,64
IC50,5.56,CHEMBL3109624,64
IC50,8.20,CHEMBL215239,64
IC50,6.28,CHEMBL1165292,64
IC50,8.06,CHEMBL214479,64
IC50,7.07,CHEMBL4061802,64
IC50,8.09,CHEMBL387286,64
IC50,6.16,CHEMBL449990,64
IC50,4.84,CHEMBL408701,64
IC50,4.52,CHEMBL2069323,64
IC50,4.56,CHEMBL2070846,64
IC50,6.25,CHEMBL3747394,64
IC50,7.90,CHEMBL3747243,64
IC50,5.15,CHEMBL4211975,64
IC50,4.675,CHEMBL2070867,64
IC50,8.07,CHEMBL215059,64
IC50,8.20,CHEMBL214500,64
IC50,5.355,CHEMBL4218638,64
IC50,9.68,CHEMBL3629552,64
IC50,6.41,CHEMBL509677,64
IC50,5.06,CHEMBL2070873,64
IC50,4.52,CHEMBL2325052,64
IC50,4.715,CHEMBL2070862,64
IC50,5.54,CHEMBL3764957,64
IC50,7.44,CHEMBL4088821,64
IC50,5.365,CHEMBL4202476,64
IC50,9.132941176470588235294117647,CHEMBL846,64
IC50,4.55,CHEMBL2070854,64
IC50,6.18,CHEMBL203485,64
IC50,8.11,CHEMBL410320,64
IC50,6.97,CHEMBL1271042,64
IC50,5.03,CHEMBL3109599,64
IC50,7.44,CHEMBL1164212,64
IC50,5.185,CHEMBL2070842,64
IC50,5.245,CHEMBL3109608,64
IC50,8.06,CHEMBL385001,64
IC50,8.08,CHEMBL218183,64
IC50,8.17,CHEMBL384020,64
IC50,8.06,CHEMBL215260,64
IC50,8.17,CHEMBL214469,64
IC50,8.22,CHEMBL213868,64
IC50,4.74,CHEMBL2070860,64
IC50,8.03,CHEMBL217764,64
IC50,5.03,CHEMBL3747395,64
IC50,9.39,CHEMBL2058274,64
IC50,7.52,CHEMBL452878,64
IC50,8.08,CHEMBL215805,64
IC50,6.26,CHEMBL261197,64
IC50,8.00,CHEMBL4203464,64
IC50,8.11,CHEMBL214662,64
IC50,4.30,CHEMBL2348867,64
IC50,8.21,CHEMBL215164,64
IC50,8.20,CHEMBL383902,64
IC50,8.20,CHEMBL217447,64
IC50,6.00,CHEMBL3747314,64
IC50,4.52,CHEMBL1087253,64
IC50,6.06,CHEMBL4097419,64
IC50,8.08,CHEMBL217283,64
IC50,4.915,CHEMBL3109621,64
IC50,4.85,CHEMBL3109620,64
IC50,6.71,CHEMBL3746465,64
IC50,9.835,CHEMBL4159525,64
IC50,7.96,CHEMBL215192,64
IC50,9.92,CHEMBL3264162,64
IC50,4.70,CHEMBL3397914,64
IC50,4.82,CHEMBL260735,64
IC50,7.25,CHEMBL4105311,64
IC50,5.70,CHEMBL402063,64
IC50,5.45,CHEMBL4632880,64
IC50,4.39,CHEMBL4205784,64
IC50,6.19,CHEMBL4063053,64
IC50,6.03,CHEMBL4640340,64
IC50,5.45,CHEMBL4643503,64
IC50,8.20,CHEMBL384370,64
IC50,7.98,CHEMBL217876,64
IC50,4.93,CHEMBL2070850,64
IC50,7.06,CHEMBL1164992,64
IC50,7.92,CHEMBL3263870,64
IC50,7.15,CHEMBL3747730,64
IC50,4.995,CHEMBL3109613,64
IC50,5.15,CHEMBL3109597,64
IC50,4.70,CHEMBL2070866,64
IC50,8.06,CHEMBL215494,64
IC50,4.60,CHEMBL2070863,64
IC50,4.19,CHEMBL2348917,64
IC50,8.03,CHEMBL214633,64
IC50,4.91,CHEMBL3109619,64
IC50,7.70,CHEMBL4084720,64
IC50,6.53,CHEMBL4288947,64
IC50,5.01,CHEMBL4212524,64
IC50,8.62,CHEMBL3264167,64
IC50,8.06,CHEMBL385833,64
IC50,5.64,CHEMBL3544529,64
IC50,5.03,CHEMBL4207360,64
IC50,8.22,CHEMBL383850,64
IC50,8.03,CHEMBL215068,64
IC50,8.17,CHEMBL384538,64
IC50,4.76,CHEMBL2070848,64
IC50,5.62,CHEMBL4647755,64
IC50,8.09,CHEMBL214135,64
IC50,4.50,CHEMBL3763659,64
IC50,7.29,CHEMBL4076143,64
IC50,8.21,CHEMBL217924,64
IC50,4.6725,CHEMBL1086744,64
IC50,8.03,CHEMBL384055,64
IC50,5.66,CHEMBL383014,64
IC50,8.20,CHEMBL215306,64
IC50,4.80,CHEMBL2070869,64
IC50,10.54,CHEMBL2058272,64
IC50,4.975,CHEMBL1528294,64
IC50,9.30,CHEMBL3263871,64
IC50,8.22,CHEMBL386412,64
IC50,8.20,CHEMBL217417,64
IC50,4.67,CHEMBL142827,64
IC50,5.25,CHEMBL4638567,64
IC50,8.20,CHEMBL384929,64
IC50,6.85,CHEMBL3350951,64
IC50,8.08,CHEMBL214134,64
IC50,7.30,CHEMBL220140,64
IC50,4.26,CHEMBL2348903,64
IC50,4.84,CHEMBL2070876,64
IC50,6.07,CHEMBL442812,64
IC50,5.16,CHEMBL2348918,64
IC50,5.00,CHEMBL4214964,64
IC50,8.17,CHEMBL386623,64
IC50,7.00,CHEMBL409470,64
IC50,4.66,CHEMBL2070852,64
IC50,4.60,CHEMBL2325055,64
IC50,5.205,CHEMBL3109605,64
IC50,6.71,CHEMBL1164243,64
IC50,9.54,CHEMBL3264166,64
IC50,8.09,CHEMBL383856,64
IC50,4.36,CHEMBL2348884,64
IC50,7.99,CHEMBL215537,64
IC50,8.96,CHEMBL4176277,64
IC50,7.33,CHEMBL239332,64
IC50,5.35,CHEMBL2070859,64
IC50,6.545,CHEMBL4290851,64
IC50,5.24,CHEMBL3109603,64
IC50,4.42,CHEMBL1327417,64
IC50,5.185,CHEMBL2070843,64
IC50,5.17,CHEMBL3109614,64
IC50,9.42,CHEMBL2058273,64
IC50,4.48,CHEMBL4217487,64
IC50,4.62,CHEMBL2325057,64
IC50,8.95,CHEMBL4068172,64
IC50,4.87,CHEMBL2070864,64
IC50,6.39,CHEMBL4101362,64
IC50,8.09,CHEMBL213915,64
IC50,9.175,CHEMBL3745849,64
IC50,7.68,CHEMBL2172539,64
IC50,6.06,CHEMBL3747341,64
IC50,8.75,CHEMBL3264168,64
IC50,4.55,CHEMBL1086742,64
IC50,5.58,CHEMBL4642737,64
IC50,4.29,CHEMBL2348879,64
IC50,6.52,CHEMBL428384,64
IC50,6.71,CHEMBL450080,64
IC50,6.11,CHEMBL499517,64
IC50,4.745,CHEMBL3109607,64
IC50,6.08,CHEMBL4078012,64
IC50,6.68,CHEMBL205727,64
IC50,5.50,CHEMBL3109609,64
IC50,7.13,CHEMBL4089250,64
IC50,7.07,CHEMBL239748,64
IC50,4.86,CHEMBL3109610,64
IC50,7.42,CHEMBL2436597,64
IC50,8.35,CHEMBL4202828,64
IC50,4.99,CHEMBL4211209,64
IC50,8.17,CHEMBL215518,64
IC50,6.16,CHEMBL381178,64
IC50,8.21,CHEMBL385707,64
IC50,4.98,CHEMBL2070857,64
IC50,5.41,CHEMBL3109604,64
IC50,5.96,CHEMBL4637696,64
IC50,5.015,CHEMBL1626334,64
IC50,4.62,CHEMBL2070875,64
IC50,4.69,CHEMBL2070853,64
IC50,4.68,CHEMBL2070878,64
IC50,5.185,CHEMBL4210210,64
IC50,8.22,CHEMBL387098,64
IC50,8.21,CHEMBL385705,64
IC50,8.08,CHEMBL4203540,64
IC50,7.05,CHEMBL443390,64
IC50,4.89,CHEMBL1086741,64
IC50,6.57,CHEMBL4102275,64
IC50,5.94,CHEMBL4644859,64
IC50,8.20,CHEMBL385926,64
IC50,5.475,CHEMBL2070841,64
IC50,4.88,CHEMBL3109622,64
IC50,6.53,CHEMBL4075907,64
IC50,8.07,CHEMBL217024,64
IC50,5.36,CHEMBL2070874,64
IC50,4.96,CHEMBL272041,64
IC50,4.63,CHEMBL260315,64
IC50,7.56,CHEMBL2172538,64
IC50,4.555,CHEMBL2070868,64
IC50,8.64,CHEMBL4161578,64
IC50,5.92,CHEMBL4540985,64
IC50,7.89,CHEMBL3263872,64
IC50,6.61,CHEMBL1163778,64
IC50,5.045,CHEMBL3109601,64
IC50,8.03,CHEMBL215530,64
IC50,4.60,CHEMBL2070838,64
IC50,8.21,CHEMBL385205,64
IC50,7.46,CHEMBL3745746,64
IC50,6.41,CHEMBL426664,64
IC50,8.03,CHEMBL216199,64
IC50,6.08,CHEMBL4642703,64
IC50,6.67,CHEMBL1164225,64
IC50,5.50,CHEMBL4641850,64
IC50,8.52,CHEMBL2170202,64
IC50,4.503333333333333333333333333,CHEMBL2070870,64
IC50,5.02,CHEMBL2070845,64
IC50,8.20,CHEMBL215360,64
IC50,7.54,CHEMBL1165082,64
IC50,8.17,CHEMBL217030,64
IC50,6.64,CHEMBL4103687,64
IC50,4.54,CHEMBL2070849,64
IC50,5.50,CHEMBL2409531,64
IC50,7.77,CHEMBL4078487,64
IC50,8.03,CHEMBL217888,64
IC50,5.225,CHEMBL3108789,64
IC50,5.84,CHEMBL4641017,64
IC50,8.06,CHEMBL215773,64
IC50,5.01,CHEMBL3109598,64
IC50,7.99,CHEMBL214980,64
IC50,5.115,CHEMBL2070844,64
IC50,8.21,CHEMBL217385,64
IC50,4.935,CHEMBL4213939,64
IC50,6.79,CHEMBL4636623,64
IC50,7.20,CHEMBL239117,64
IC50,8.08,CHEMBL217031,64
IC50,9.59,CHEMBL3264160,64
IC50,6.49,CHEMBL1164226,64
IC50,5.93,CHEMBL4648303,64
IC50,8.74,CHEMBL4176693,64
IC50,4.70,CHEMBL2325060,64
IC50,7.85,CHEMBL1164227,64
IC50,6.96,CHEMBL1098737,65
IC50,4.00,CHEMBL2011182,65
IC50,5.51,CHEMBL2165313,65
IC50,5.45,CHEMBL4228495,65
IC50,5.17,CHEMBL175962,65
IC50,6.18,CHEMBL1630264,65
IC50,5.05,CHEMBL135037,65
IC50,5.63,CHEMBL222260,65
IC50,5.87,CHEMBL2312971,65
IC50,4.50,CHEMBL2011187,65
IC50,4.58,CHEMBL3753182,65
IC50,4.52,CHEMBL314991,65
IC50,5.37,CHEMBL404225,65
IC50,7.21,CHEMBL3905734,65
IC50,6.57,CHEMBL1688896,65
IC50,5.33,CHEMBL189274,65
IC50,9.54,CHEMBL108425,65
IC50,6.60,CHEMBL3753403,65
IC50,5.17,CHEMBL1957208,65
IC50,5.55,CHEMBL195996,65
IC50,6.58,CHEMBL3422037,65
IC50,7.94,CHEMBL2442756,65
IC50,6.07,CHEMBL442542,65
IC50,5.86,CHEMBL258257,65
IC50,5.04,CHEMBL517816,65
IC50,7.76,CHEMBL597403,65
IC50,7.16,CHEMBL209731,65
IC50,4.92,CHEMBL1824753,65
IC50,5.37,CHEMBL176609,65
IC50,7.51,CHEMBL3622062,65
IC50,5.52,CHEMBL4209034,65
IC50,6.74,CHEMBL2179112,65
IC50,6.46,CHEMBL4289930,65
IC50,5.67,CHEMBL2442772,65
IC50,6.25,CHEMBL4564333,65
IC50,5.86,CHEMBL489189,65
IC50,6.69,CHEMBL2336853,65
IC50,8.74,CHEMBL481091,65
IC50,8.14,CHEMBL519937,65
IC50,5.87,CHEMBL1825045,65
IC50,5.47,CHEMBL1825030,65
IC50,5.185,CHEMBL90585,65
IC50,7.92,CHEMBL349704,65
IC50,5.45,CHEMBL206070,65
IC50,7.03,CHEMBL163420,65
IC50,6.31,CHEMBL376303,65
IC50,5.38,CHEMBL354401,65
IC50,5.98,CHEMBL1957221,65
IC50,5.42,CHEMBL129795,65
IC50,4.26,CHEMBL132380,65
IC50,7.01,CHEMBL27546,65
IC50,4.90,CHEMBL3589964,65
IC50,5.74,CHEMBL4225998,65
IC50,7.11,CHEMBL2336858,65
IC50,7.16,CHEMBL1688910,65
IC50,5.46,CHEMBL256407,65
IC50,7.52,CHEMBL276915,65
IC50,5.28,CHEMBL3221175,65
IC50,5.78,CHEMBL490584,65
IC50,5.62,CHEMBL289766,65
IC50,5.99,CHEMBL3422029,65
IC50,6.175,CHEMBL3407536,65
IC50,5.89,CHEMBL2430508,65
IC50,7.21,CHEMBL416616,65
IC50,6.21,CHEMBL274878,65
IC50,9.66,CHEMBL599864,65
IC50,6.46,CHEMBL301106,65
IC50,5.44,CHEMBL1630265,65
IC50,5.39,CHEMBL1825021,65
IC50,5.74,CHEMBL3752166,65
IC50,5.46,CHEMBL1784796,65
IC50,6.65,CHEMBL194641,65
IC50,6.36,CHEMBL202473,65
IC50,7.00,CHEMBL479737,65
IC50,9.33,CHEMBL1672981,65
IC50,4.40,CHEMBL39275,65
IC50,6.40,CHEMBL349963,65
IC50,4.58,CHEMBL2112309,65
IC50,6.77,CHEMBL3751881,65
IC50,5.00,CHEMBL3752191,65
IC50,5.01,CHEMBL574960,65
IC50,7.52,CHEMBL317581,65
IC50,5.60,CHEMBL383806,65
IC50,4.83,CHEMBL1824757,65
IC50,9.09,CHEMBL108483,65
IC50,5.48,CHEMBL4228819,65
IC50,6.82,CHEMBL1083652,65
IC50,4.61,CHEMBL586557,65
IC50,6.10,CHEMBL3948337,65
IC50,4.82,CHEMBL3105517,65
IC50,6.17,CHEMBL1630280,65
IC50,8.15,CHEMBL3805851,65
IC50,4.48,CHEMBL367149,65
IC50,4.92,CHEMBL1173259,65
IC50,5.62,CHEMBL3421768,65
IC50,6.29,CHEMBL24037,65
IC50,4.46,CHEMBL134169,65
IC50,6.42,CHEMBL292899,65
IC50,7.92,CHEMBL4575939,65
IC50,5.60,CHEMBL288712,65
IC50,5.05,CHEMBL71736,65
IC50,9.64,CHEMBL304305,65
IC50,6.31,CHEMBL4516755,65
IC50,4.81,CHEMBL583989,65
IC50,5.01,CHEMBL464007,65
IC50,8.52,CHEMBL518761,65
IC50,5.51,CHEMBL3753778,65
IC50,4.78,CHEMBL496634,65
IC50,6.26,CHEMBL3753307,65
IC50,5.41,CHEMBL4170175,65
IC50,9.52,CHEMBL604716,65
IC50,7.15,CHEMBL213587,65
IC50,6.79,CHEMBL1688907,65
IC50,4.90,CHEMBL3264681,65
IC50,6.47,CHEMBL71152,65
IC50,6.66,CHEMBL3984531,65
IC50,7.92,CHEMBL72415,65
IC50,5.36,CHEMBL3752689,65
IC50,7.89,CHEMBL1097041,65
IC50,7.49,CHEMBL4171996,65
IC50,6.10,CHEMBL2299368,65
IC50,4.92,CHEMBL4170393,65
IC50,6.11,CHEMBL4632445,65
IC50,6.60,CHEMBL268209,65
IC50,5.99,CHEMBL3582478,65
IC50,5.02,CHEMBL1825040,65
IC50,5.52,CHEMBL479942,65
IC50,4.09,CHEMBL444068,65
IC50,5.73,CHEMBL1630909,65
IC50,8.04,CHEMBL2336856,65
IC50,4.31,CHEMBL1172842,65
IC50,5.33,CHEMBL3926174,65
IC50,7.26,CHEMBL289945,65
IC50,5.27,CHEMBL324070,65
IC50,7.35,CHEMBL213588,65
IC50,5.80,CHEMBL185809,65
IC50,5.43,CHEMBL195688,65
IC50,4.90,CHEMBL2430505,65
IC50,6.61,CHEMBL2312963,65
IC50,5.22,CHEMBL275594,65
IC50,8.00,CHEMBL480451,65
IC50,6.17,CHEMBL7162,65
IC50,4.51,CHEMBL38877,65
IC50,6.58,CHEMBL243960,65
IC50,4.76,CHEMBL478023,65
IC50,6.80,CHEMBL1098425,65
IC50,7.00,CHEMBL1997442,65
IC50,9.49,CHEMBL307690,65
IC50,4.92,CHEMBL1825023,65
IC50,6.00,CHEMBL4128368,65
IC50,4.96,CHEMBL4568316,65
IC50,5.50,CHEMBL313485,65
IC50,5.13,CHEMBL1957220,65
IC50,7.62,CHEMBL3805310,65
IC50,8.28,CHEMBL243961,65
IC50,7.85,CHEMBL3805733,65
IC50,7.78,CHEMBL1083665,65
IC50,4.88,CHEMBL491010,65
IC50,5.39,CHEMBL193652,65
IC50,5.82,CHEMBL205503,65
IC50,9.66,CHEMBL589974,65
IC50,7.96,CHEMBL2165321,65
IC50,4.76,CHEMBL3359959,65
IC50,4.91,CHEMBL3799189,65
IC50,5.75,CHEMBL3589966,65
IC50,7.62,CHEMBL382679,65
IC50,6.53,CHEMBL368631,65
IC50,6.56,CHEMBL583076,65
IC50,6.72,CHEMBL3623226,65
IC50,4.94,CHEMBL389924,65
IC50,7.16,CHEMBL598009,65
IC50,6.70,CHEMBL291646,65
IC50,6.92,CHEMBL1784789,65
IC50,5.58,CHEMBL4224875,65
IC50,6.82,CHEMBL14192,65
IC50,5.24,CHEMBL220885,65
IC50,7.37,CHEMBL2163646,65
IC50,7.18,CHEMBL304583,65
IC50,5.55,CHEMBL203869,65
IC50,7.40,CHEMBL159073,65
IC50,4.21,CHEMBL82981,65
IC50,6.40,CHEMBL457680,65
IC50,6.55,CHEMBL1630268,65
IC50,6.00,CHEMBL2112739,65
IC50,5.96,CHEMBL351167,65
IC50,6.85,CHEMBL2312972,65
IC50,7.70,CHEMBL1097042,65
IC50,5.76,CHEMBL387386,65
IC50,5.38,CHEMBL4169784,65
IC50,5.85,CHEMBL25473,65
IC50,5.34,CHEMBL366570,65
IC50,6.48,CHEMBL177692,65
IC50,6.55,CHEMBL266532,65
IC50,5.46,CHEMBL4163983,65
IC50,5.57,CHEMBL1957219,65
IC50,4.60,CHEMBL23150,65
IC50,7.00,CHEMBL1784809,65
IC50,5.72,CHEMBL1083664,65
IC50,5.10,CHEMBL1957212,65
IC50,7.10,CHEMBL3134113,65
IC50,5.11,CHEMBL223369,65
IC50,5.39,CHEMBL209047,65
IC50,8.96,CHEMBL388506,65
IC50,5.18,CHEMBL316262,65
IC50,6.03,CHEMBL3754724,65
IC50,5.61,CHEMBL455832,65
IC50,5.22,CHEMBL3924170,65
IC50,7.87,CHEMBL3944017,65
IC50,6.80,CHEMBL3421786,65
